person,person_label,person_description,refurl,orderaus,award_name,honsid,date_awarded,sitelink
http://www.wikidata.org/entity/Q4822973,Austin Asche,Australian judge,https://honours.pmc.gov.au/honours/awards/882236,http://www.wikidata.org/entity/Q9680541,NA,882236,1994-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Austin_Asche
http://www.wikidata.org/entity/Q4832700,Aziza Abdel-Halim,Australian Muslim women's representative,https://honours.pmc.gov.au/honours/awards/871483,http://www.wikidata.org/entity/Q9678710,NA,871483,1989-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Aziza_Abdel-Halim
http://www.wikidata.org/entity/Q4832777,Azman Hashim,Malaysian businessman,https://honours.pmc.gov.au/honours/awards/1139256,http://www.wikidata.org/entity/Q56447056,NA,1139256,2008-07-10T00:00:00Z,https://en.wikipedia.org/wiki/Azman_Hashim
http://www.wikidata.org/entity/Q4837817,Babette Stephens,Australian actress,https://honours.pmc.gov.au/honours/awards/869698,http://www.wikidata.org/entity/Q9678710,NA,869698,1994-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Babette_Stephens
http://www.wikidata.org/entity/Q4859024,Barbara Jefferis,Australian writer,https://honours.pmc.gov.au/honours/awards/870228,http://www.wikidata.org/entity/Q9678710,NA,870228,1986-06-09T00:00:00Z,https://en.wikipedia.org/wiki/Barbara_Jefferis
http://www.wikidata.org/entity/Q4859293,Barbara Scott,Australian politician,https://honours.pmc.gov.au/honours/awards/1155220,http://www.wikidata.org/entity/Q9682417,NA,1155220,2017-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Barbara_Scott
http://www.wikidata.org/entity/Q4861722,Barney French,Australian politician (1922-2005),https://honours.pmc.gov.au/honours/awards/881947,http://www.wikidata.org/entity/Q9678710,NA,881947,1985-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Barney_French
http://www.wikidata.org/entity/Q4863534,Barrie Lawson West,Royal Australian Navy rear admiral,https://honours.pmc.gov.au/honours/awards/879190,http://www.wikidata.org/entity/Q9684829,NA,879190,1988-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Barrie_West
http://www.wikidata.org/entity/Q4864101,Barry Cohen,Australian politician (1935-2017),https://honours.pmc.gov.au/honours/awards/1134701,http://www.wikidata.org/entity/Q9678710,NA,1134701,2007-06-11T00:00:00Z,https://en.wikipedia.org/wiki/Barry_Cohen_(politician)
http://www.wikidata.org/entity/Q4864107,Barry Collier,Australian politician,https://honours.pmc.gov.au/honours/awards/1154906,http://www.wikidata.org/entity/Q9682417,NA,1154906,2017-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Barry_Collier_(politician)
http://www.wikidata.org/entity/Q4864117,Barry Conyngham,Australian composer,https://honours.pmc.gov.au/honours/awards/870197,http://www.wikidata.org/entity/Q9678710,NA,870197,1997-06-09T00:00:00Z,https://en.wikipedia.org/wiki/Barry_Conyngham
http://www.wikidata.org/entity/Q4864124,Barry Coulter,Australian politician,https://honours.pmc.gov.au/honours/awards/2003336,http://www.wikidata.org/entity/Q9684829,NA,2003336,2019-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Barry_Coulter
http://www.wikidata.org/entity/Q4864135,Barry Crocker,1935- Australian singer and actor,https://honours.pmc.gov.au/honours/awards/870123,http://www.wikidata.org/entity/Q9678710,NA,870123,1987-06-08T00:00:00Z,https://en.wikipedia.org/wiki/Barry_Crocker
http://www.wikidata.org/entity/Q4864275,Barry Gration,former Chief of the RAAF,https://honours.pmc.gov.au/honours/awards/879714,http://www.wikidata.org/entity/Q9684829,NA,879714,1988-06-13T00:00:00Z,https://en.wikipedia.org/wiki/Barry_Gration
http://www.wikidata.org/entity/Q4864320,Barry House,Australian politician,https://honours.pmc.gov.au/honours/awards/2003341,http://www.wikidata.org/entity/Q9678710,NA,2003341,2019-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Barry_House
http://www.wikidata.org/entity/Q4864327,Barry Hunter,Australian bishop,https://honours.pmc.gov.au/honours/awards/885842,http://www.wikidata.org/entity/Q9678710,NA,885842,1992-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Barry_Hunter_(bishop)
http://www.wikidata.org/entity/Q4864363,Barry Jones,Australian politician,https://honours.pmc.gov.au/honours/awards/1149931,http://www.wikidata.org/entity/Q9680541,NA,1149931,2014-06-09T00:00:00Z,https://en.wikipedia.org/wiki/Barry_Jones_(Australian_politician)
http://www.wikidata.org/entity/Q4864455,Barry MacKinnon,Australian politician,https://honours.pmc.gov.au/honours/awards/880682,http://www.wikidata.org/entity/Q9678710,NA,880682,1997-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Barry_MacKinnon
http://www.wikidata.org/entity/Q4864736,Barry Shepherd,Australian sportsman (1937-2001),https://honours.pmc.gov.au/honours/awards/887167,http://www.wikidata.org/entity/Q9682417,NA,887167,1999-06-14T00:00:00Z,https://en.wikipedia.org/wiki/Barry_Shepherd
http://www.wikidata.org/entity/Q4864870,Barry Wakelin,Australian politician,https://honours.pmc.gov.au/honours/awards/1143845,http://www.wikidata.org/entity/Q9682417,NA,1143845,2011-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Barry_Wakelin
http://www.wikidata.org/entity/Q4864893,Barry Wilde,Australian politician (1928-2018),https://honours.pmc.gov.au/honours/awards/1153249,http://www.wikidata.org/entity/Q9682417,NA,1153249,2016-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Barry_Wilde
http://www.wikidata.org/entity/Q4865056,Bart Cummings,Australian horse trainer,https://honours.pmc.gov.au/honours/awards/886316,http://www.wikidata.org/entity/Q9678710,NA,886316,1982-06-14T00:00:00Z,https://en.wikipedia.org/wiki/Bart_Cummings
http://www.wikidata.org/entity/Q4867181,Basil Hennessy,Australian archaeologist (1925-2013),https://honours.pmc.gov.au/honours/awards/882037,http://www.wikidata.org/entity/Q9684829,NA,882037,1990-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Basil_Hennessy
http://www.wikidata.org/entity/Q4875661,Bea Maddock,Australian artist (1934-2016),https://honours.pmc.gov.au/honours/awards/869872,http://www.wikidata.org/entity/Q9678710,NA,869872,1991-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Bea_Maddock
http://www.wikidata.org/entity/Q4877142,Beatrice Davis,Australian book editor (1909-1992),https://honours.pmc.gov.au/honours/awards/869858,http://www.wikidata.org/entity/Q9678710,NA,869858,1981-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Beatrice_Deloitte_Davis
http://www.wikidata.org/entity/Q4877146,Beatrice Faust,Australian author and women's activist,NA,http://www.wikidata.org/entity/Q9684829,NA,1055934,2004-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Beatrice_Faust
http://www.wikidata.org/entity/Q4881758,Bert Grof,Australian agricultural researcher,https://honours.pmc.gov.au/honours/awards/1132901,http://www.wikidata.org/entity/Q9678710,NA,1132901,2006-06-12T00:00:00Z,https://en.wikipedia.org/wiki/Bela_%22Bert%22_Grof
http://www.wikidata.org/entity/Q4882913,Belinda Stowell,Australian sailor,NA,http://www.wikidata.org/entity/Q9682417,NA,886964,2001-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Belinda_Stowell
http://www.wikidata.org/entity/Q6394699,Kerryn Phelps,Australian doctor and politician,NA,http://www.wikidata.org/entity/Q9678710,NA,1144301,2011-06-13T00:00:00Z,https://en.wikipedia.org/wiki/Kerryn_Phelps
http://www.wikidata.org/entity/Q6395802,Kevin Bartlett,Australian rules footballer and coach,https://honours.pmc.gov.au/honours/awards/886439,http://www.wikidata.org/entity/Q9678710,NA,886439,1981-06-08T00:00:00Z,https://en.wikipedia.org/wiki/Kevin_Bartlett_(Australian_rules_footballer)
http://www.wikidata.org/entity/Q6395831,Kevin Betts,Australian Paralympic administrator (1926-1990),https://honours.pmc.gov.au/honours/awards/880743,http://www.wikidata.org/entity/Q9682417,NA,880743,1989-06-12T00:00:00Z,https://en.wikipedia.org/wiki/Kevin_Betts
http://www.wikidata.org/entity/Q6396063,Kevin Coombs,Australian wheelchair basketballer and athlete,https://honours.pmc.gov.au/honours/awards/873036,http://www.wikidata.org/entity/Q9682417,NA,873036,1983-06-13T00:00:00Z,https://en.wikipedia.org/wiki/Kevin_Coombs
http://www.wikidata.org/entity/Q6396593,Kevin Jacobsen,Australian businessman,https://honours.pmc.gov.au/honours/awards/870022,http://www.wikidata.org/entity/Q9682417,NA,870022,1985-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Kevin_Jacobsen
http://www.wikidata.org/entity/Q6396779,Kevin Lindgren,Australian judge,https://honours.pmc.gov.au/honours/awards/1145140,http://www.wikidata.org/entity/Q9678710,NA,1145140,2012-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Kevin_Lindgren
http://www.wikidata.org/entity/Q6397487,Kevin Sheehan,Australian rules footballer,https://honours.pmc.gov.au/honours/awards/1147195,http://www.wikidata.org/entity/Q9682417,NA,1147195,2013-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Kevin_Sheehan
http://www.wikidata.org/entity/Q6397484,Kevin Sheedy,Australian rules footballer and coach,NA,http://www.wikidata.org/entity/Q9684829,NA,2003412,2019-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Kevin_Sheedy_(Australian_footballer)
http://www.wikidata.org/entity/Q6397484,Kevin Sheedy,Australian rules footballer and coach,NA,http://www.wikidata.org/entity/Q9678710,NA,886330,1998-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Kevin_Sheedy_(Australian_footballer)
http://www.wikidata.org/entity/Q6397551,Kevin Stewart,Australian politician (1928-2006),https://honours.pmc.gov.au/honours/awards/885508,http://www.wikidata.org/entity/Q9684829,NA,885508,1989-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Kevin_Stewart_(Australian_politician)
http://www.wikidata.org/entity/Q6403691,Kial Stewart,Australian Paralympic tandem cycling pilot,https://honours.pmc.gov.au/honours/awards/1058091,http://www.wikidata.org/entity/Q9682417,NA,1058091,2005-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Kial_Stewart
http://www.wikidata.org/entity/Q6409312,Kim Santow,Australian judge (1941-2008),https://honours.pmc.gov.au/honours/awards/875782,http://www.wikidata.org/entity/Q9682417,NA,875782,1990-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Kim_Santow
http://www.wikidata.org/entity/Q6409312,Kim Santow,Australian judge (1941-2008),https://honours.pmc.gov.au/honours/awards/1134672,http://www.wikidata.org/entity/Q9684829,NA,1134672,2007-06-11T00:00:00Z,https://en.wikipedia.org/wiki/Kim_Santow
http://www.wikidata.org/entity/Q6413289,Kingsley Bugarin,Australian swimmer,https://honours.pmc.gov.au/honours/awards/887493,http://www.wikidata.org/entity/Q9682417,NA,887493,1997-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Kingsley_Bugarin
http://www.wikidata.org/entity/Q6419940,Klaus Moje,German–Australian glass artist (1936-2016),https://honours.pmc.gov.au/honours/awards/1129451,http://www.wikidata.org/entity/Q56447056,NA,1129451,2006-03-16T00:00:00Z,https://en.wikipedia.org/wiki/Klaus_Moje
http://www.wikidata.org/entity/Q6446842,Kurt Lambeck,Dutch–Australian geophysicist,https://honours.pmc.gov.au/honours/awards/1140788,http://www.wikidata.org/entity/Q9684829,NA,1140788,2009-06-08T00:00:00Z,https://en.wikipedia.org/wiki/Kurt_Lambeck
http://www.wikidata.org/entity/Q6446842,Kurt Lambeck,Dutch–Australian geophysicist,https://honours.pmc.gov.au/honours/awards/2009384,http://www.wikidata.org/entity/Q9680541,NA,2009384,2021-06-14T00:00:00Z,https://en.wikipedia.org/wiki/Kurt_Lambeck
http://www.wikidata.org/entity/Q6452570,Kyrra Grunnsund,Australian Paralympic skier and athlete,https://honours.pmc.gov.au/honours/awards/887048,http://www.wikidata.org/entity/Q9682417,NA,887048,1995-06-12T00:00:00Z,https://en.wikipedia.org/wiki/Kyrra_Grunnsund
http://www.wikidata.org/entity/Q14193931,Graeme Martin,Australian Paralympic sailor,https://honours.pmc.gov.au/honours/awards/886959,http://www.wikidata.org/entity/Q9682417,NA,886959,2001-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Graeme_Martin
http://www.wikidata.org/entity/Q14638241,Emma McKeon,Australian swimmer,NA,http://www.wikidata.org/entity/Q9682417,NA,1155105,2017-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Emma_McKeon
http://www.wikidata.org/entity/Q14638241,Emma McKeon,Australian swimmer,https://honours.pmc.gov.au/honours/awards/2010547,http://www.wikidata.org/entity/Q9678710,NA,2010547,2022-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Emma_McKeon
http://www.wikidata.org/entity/Q14915015,Susan Cox,Australian diplomat,https://honours.pmc.gov.au/honours/awards/1044316,http://www.wikidata.org/entity/Q9682417,NA,1044316,2003-10-17T00:00:00Z,https://en.wikipedia.org/wiki/Susan_Cox_(diplomat)
http://www.wikidata.org/entity/Q14918444,Alan Blow,Australian jurist; Chief Justice of Tasmania,https://honours.pmc.gov.au/honours/awards/2000854,http://www.wikidata.org/entity/Q9684829,NA,2000854,2018-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Alan_Blow
http://www.wikidata.org/entity/Q14918444,Alan Blow,Australian jurist; Chief Justice of Tasmania,https://honours.pmc.gov.au/honours/awards/875193,http://www.wikidata.org/entity/Q9682417,NA,875193,1996-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Alan_Blow
http://www.wikidata.org/entity/Q14945535,Hugh Templeton,New Zealand politician,https://honours.pmc.gov.au/honours/awards/1141644,http://www.wikidata.org/entity/Q56447056,NA,1141644,2009-11-27T00:00:00Z,https://en.wikipedia.org/wiki/Hugh_Templeton
http://www.wikidata.org/entity/Q14946875,John Langmore,Australian politician,https://honours.pmc.gov.au/honours/awards/2003092,http://www.wikidata.org/entity/Q9678710,NA,2003092,2019-01-26T00:00:00Z,https://en.wikipedia.org/wiki/John_Langmore
http://www.wikidata.org/entity/Q14946925,Tom Stannage,Australian rules footballer and historian,https://honours.pmc.gov.au/honours/awards/871871,http://www.wikidata.org/entity/Q9678710,NA,871871,1997-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Tom_Stannage
http://www.wikidata.org/entity/Q14948829,Harriet Mayor Fulbright,American arts administrator,https://honours.pmc.gov.au/honours/awards/1129456,http://www.wikidata.org/entity/Q56449119,NA,1129456,2006-03-16T00:00:00Z,https://en.wikipedia.org/wiki/Harriet_Mayor_Fulbright
http://www.wikidata.org/entity/Q14949542,Bruce Carter,Australian educator,https://honours.pmc.gov.au/honours/awards/1040470,http://www.wikidata.org/entity/Q9678710,NA,1040470,2002-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Bruce_Carter_(educator)
http://www.wikidata.org/entity/Q14954451,Jennie Brand-Miller,Australian scientist (born 1952),https://honours.pmc.gov.au/honours/awards/2011626,http://www.wikidata.org/entity/Q9684829,NA,2011626,2022-06-13T00:00:00Z,https://en.wikipedia.org/wiki/Jennie_Brand-Miller
http://www.wikidata.org/entity/Q14954682,Judyth Watson,nurse,https://honours.pmc.gov.au/honours/awards/2004737,http://www.wikidata.org/entity/Q9682417,NA,2004737,2019-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Judyth_Watson
http://www.wikidata.org/entity/Q15054666,John Symond,Australian businessman,https://honours.pmc.gov.au/honours/awards/1040562,http://www.wikidata.org/entity/Q9678710,NA,1040562,2002-06-10T00:00:00Z,https://en.wikipedia.org/wiki/John_Symond
http://www.wikidata.org/entity/Q15109642,W. Frank Blount,American businessman,https://honours.pmc.gov.au/honours/awards/870924,http://www.wikidata.org/entity/Q56449119,NA,870924,1999-06-14T00:00:00Z,https://en.wikipedia.org/wiki/W._Frank_Blount
http://www.wikidata.org/entity/Q15111593,David Bell,"Australian field hockey player, born 1955",https://honours.pmc.gov.au/honours/awards/887067,http://www.wikidata.org/entity/Q9682417,NA,887067,1987-06-08T00:00:00Z,https://en.wikipedia.org/wiki/David_Bell_(field_hockey)
http://www.wikidata.org/entity/Q15266013,Alec Lazenby,academic,NA,http://www.wikidata.org/entity/Q9684829,NA,881238,1988-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Alec_Lazenby
http://www.wikidata.org/entity/Q15429385,Nathan Efron,Australian optometrist,https://honours.pmc.gov.au/honours/awards/1151738,http://www.wikidata.org/entity/Q9680541,NA,1151738,2015-06-08T00:00:00Z,https://en.wikipedia.org/wiki/Nathan_Efron
http://www.wikidata.org/entity/Q15429566,Bill Peach,Australian television presenter and journalist,https://honours.pmc.gov.au/honours/awards/883028,http://www.wikidata.org/entity/Q9678710,NA,883028,1991-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Bill_Peach
http://www.wikidata.org/entity/Q15430944,Paul Pholeros,Australian architect,https://honours.pmc.gov.au/honours/awards/1133822,http://www.wikidata.org/entity/Q9678710,NA,1133822,2007-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Paul_Pholeros
http://www.wikidata.org/entity/Q15433478,Peter Dixon,Australian economist,https://honours.pmc.gov.au/honours/awards/1149946,http://www.wikidata.org/entity/Q9684829,NA,1149946,2014-06-09T00:00:00Z,https://en.wikipedia.org/wiki/Peter_Dixon_(economist)
http://www.wikidata.org/entity/Q15434992,Ian Gordon,Australian general,https://honours.pmc.gov.au/honours/awards/1131333,http://www.wikidata.org/entity/Q9684829,NA,1131333,2006-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Ian_Gordon_(general)
http://www.wikidata.org/entity/Q15436172,Max Walsh,Australian journalist and company director,https://honours.pmc.gov.au/honours/awards/883077,http://www.wikidata.org/entity/Q9678710,NA,883077,1984-06-11T00:00:00Z,https://en.wikipedia.org/wiki/Max_Walsh
http://www.wikidata.org/entity/Q15436526,Alan Hickinbotham,"Australian businessman, footballer and coach",https://honours.pmc.gov.au/honours/awards/870726,http://www.wikidata.org/entity/Q9678710,NA,870726,1998-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Alan_Hickinbotham
http://www.wikidata.org/entity/Q15438968,Michael Kailis,Australian businessman,https://honours.pmc.gov.au/honours/awards/884789,http://www.wikidata.org/entity/Q9678710,NA,884789,1993-06-13T00:00:00Z,https://en.wikipedia.org/wiki/Michael_Kailis
http://www.wikidata.org/entity/Q15443002,John Derum,Australian actor,https://honours.pmc.gov.au/honours/awards/2002386,http://www.wikidata.org/entity/Q9678710,NA,2002386,2019-01-26T00:00:00Z,https://en.wikipedia.org/wiki/John_Derum
http://www.wikidata.org/entity/Q15452359,Meredith Anne Burgmann,Australian politician (1947- ),https://honours.pmc.gov.au/honours/awards/2005972,http://www.wikidata.org/entity/Q9678710,NA,2005972,2020-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Meredith_Burgmann
http://www.wikidata.org/entity/Q15452410,Neville Coleman,Australian naturalist and photographer,https://honours.pmc.gov.au/honours/awards/1143599,http://www.wikidata.org/entity/Q9682417,NA,1143599,2011-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Neville_Coleman
http://www.wikidata.org/entity/Q15452622,Roger Vanderfield,Australian rugby union referee,https://honours.pmc.gov.au/honours/awards/1131326,http://www.wikidata.org/entity/Q9684829,NA,1131326,2006-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Roger_Vanderfield
http://www.wikidata.org/entity/Q15453153,Hetty Johnston,Australian activist,https://honours.pmc.gov.au/honours/awards/1150065,http://www.wikidata.org/entity/Q9678710,NA,1150065,2014-06-09T00:00:00Z,https://en.wikipedia.org/wiki/Hetty_Johnston
http://www.wikidata.org/entity/Q15455532,Percy Trezise,Australian artist (1923-2005),https://honours.pmc.gov.au/honours/awards/870323,http://www.wikidata.org/entity/Q9678710,NA,870323,1996-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Percy_Trezise
http://www.wikidata.org/entity/Q4440,Eric Bana,Australian film and television actor,https://honours.pmc.gov.au/honours/awards/2003924,http://www.wikidata.org/entity/Q9678710,NA,2003924,2019-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Eric_Bana
http://www.wikidata.org/entity/Q3812971,Karen Moras,"Australian swimmer, Olympic bronze medalist, former world record-holder",https://honours.pmc.gov.au/honours/awards/1770276,http://www.wikidata.org/entity/Q9682417,NA,1770276,2017-06-12T00:00:00Z,https://en.wikipedia.org/wiki/Karen_Moras
http://www.wikidata.org/entity/Q3813322,Kate Hooper,Australian water polo player,NA,http://www.wikidata.org/entity/Q9682417,NA,886922,2001-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Kate_Hooper
http://www.wikidata.org/entity/Q3835668,Liz Weekes,Australian water polo player,NA,http://www.wikidata.org/entity/Q9682417,NA,886880,2001-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Liz_Weekes
http://www.wikidata.org/entity/Q3854074,Mel Sembler,American diplomat,https://honours.pmc.gov.au/honours/awards/882087,http://www.wikidata.org/entity/Q56447056,NA,882087,2000-05-08T00:00:00Z,https://en.wikipedia.org/wiki/Mel_Sembler
http://www.wikidata.org/entity/Q3900084,Perry Crosswhite,Australian basketball player,https://honours.pmc.gov.au/honours/awards/1134708,http://www.wikidata.org/entity/Q9678710,NA,1134708,2007-06-11T00:00:00Z,https://en.wikipedia.org/wiki/Perry_Crosswhite
http://www.wikidata.org/entity/Q7822344,Tony Fitzgerald,Australian judge,https://honours.pmc.gov.au/honours/awards/882351,http://www.wikidata.org/entity/Q9680541,NA,882351,1991-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Tony_Fitzgerald
http://www.wikidata.org/entity/Q7822386,Tony Fraser,Australian general,https://honours.pmc.gov.au/honours/awards/1141713,http://www.wikidata.org/entity/Q9684829,NA,1141713,2010-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Tony_Fraser
http://www.wikidata.org/entity/Q7822460,Tony Gould,Australian musician,https://honours.pmc.gov.au/honours/awards/1133760,http://www.wikidata.org/entity/Q9678710,NA,1133760,2007-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Tony_Gould
http://www.wikidata.org/entity/Q7822461,Tony Gould,Australian art director,https://honours.pmc.gov.au/honours/awards/869867,http://www.wikidata.org/entity/Q9678710,NA,869867,1994-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Tony_Gould_(arts_director)
http://www.wikidata.org/entity/Q7822617,Tony Hyams,Australian politician,https://honours.pmc.gov.au/honours/awards/1145875,http://www.wikidata.org/entity/Q9678710,NA,1145875,2012-06-11T00:00:00Z,https://en.wikipedia.org/wiki/Tony_Hyams
http://www.wikidata.org/entity/Q7822751,Tony Lamb,Australian politician,https://honours.pmc.gov.au/honours/awards/1131757,http://www.wikidata.org/entity/Q9682417,NA,1131757,2006-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Tony_Lamb
http://www.wikidata.org/entity/Q7822968,Tony Messner,"accountant and politician, Senator for South Australia (1939– )",https://honours.pmc.gov.au/honours/awards/1056042,http://www.wikidata.org/entity/Q9678710,NA,1056042,2004-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Tony_Messner
http://www.wikidata.org/entity/Q7823034,Tony Mundine,Australian boxer,https://honours.pmc.gov.au/honours/awards/886474,http://www.wikidata.org/entity/Q9682417,NA,886474,1986-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Tony_Mundine_(boxer)
http://www.wikidata.org/entity/Q7823052,Tony Negus,Australian police commissioner,https://honours.pmc.gov.au/honours/awards/1152691,http://www.wikidata.org/entity/Q9684829,NA,1152691,2016-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Tony_Negus
http://www.wikidata.org/entity/Q7823110,Tony Pagone,Australian judge,https://honours.pmc.gov.au/honours/awards/2010167,http://www.wikidata.org/entity/Q9678710,NA,2010167,2022-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Tony_Pagone
http://www.wikidata.org/entity/Q7823222,Tony Rae,Australian educator (1927–2000),https://honours.pmc.gov.au/honours/awards/881174,http://www.wikidata.org/entity/Q9678710,NA,881174,1992-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Tony_Rae
http://www.wikidata.org/entity/Q7823392,Tony Shaw,Australian rugby union player,https://honours.pmc.gov.au/honours/awards/2004846,http://www.wikidata.org/entity/Q9678710,NA,2004846,2019-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Tony_Shaw_(rugby_union)
http://www.wikidata.org/entity/Q7823462,Tony South,Australian Paralympic archer and table tennis player,https://honours.pmc.gov.au/honours/awards/1138724,http://www.wikidata.org/entity/Q9678710,NA,1138724,2008-06-09T00:00:00Z,https://en.wikipedia.org/wiki/Tony_South
http://www.wikidata.org/entity/Q7823476,Tony Staley,Australian politician,https://honours.pmc.gov.au/honours/awards/1133706,http://www.wikidata.org/entity/Q9684829,NA,1133706,2007-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Tony_Staley
http://www.wikidata.org/entity/Q7823626,Tony Vinson,Australian social scientist,https://honours.pmc.gov.au/honours/awards/1137544,http://www.wikidata.org/entity/Q9678710,NA,1137544,2008-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Tony_Vinson
http://www.wikidata.org/entity/Q7823688,Tony Windsor,Australian politician,https://honours.pmc.gov.au/honours/awards/2007274,http://www.wikidata.org/entity/Q9678710,NA,2007274,2020-06-07T00:00:00Z,https://en.wikipedia.org/wiki/Tony_Windsor
http://www.wikidata.org/entity/Q7828487,Tottie Goldsmith,Australian actress,https://honours.pmc.gov.au/honours/awards/2006804,http://www.wikidata.org/entity/Q9682417,NA,2006804,2020-06-07T00:00:00Z,https://en.wikipedia.org/wiki/Tottie_Goldsmith
http://www.wikidata.org/entity/Q7831199,Tracey Belbin,field hockey player,https://honours.pmc.gov.au/honours/awards/887239,http://www.wikidata.org/entity/Q9682417,NA,887239,1989-06-12T00:00:00Z,https://en.wikipedia.org/wiki/Tracey_Belbin
http://www.wikidata.org/entity/Q7831210,Tracey Cross,Australian visually impaired swimmer,NA,http://www.wikidata.org/entity/Q9682417,NA,886365,1993-06-13T00:00:00Z,https://en.wikipedia.org/wiki/Tracey_Cross
http://www.wikidata.org/entity/Q7831269,Tracey Spicer,Australian journalist,https://honours.pmc.gov.au/honours/awards/2000401,http://www.wikidata.org/entity/Q9678710,NA,2000401,2018-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Tracey_Spicer
http://www.wikidata.org/entity/Q7831687,Tracy Barrell,Australian swimmer,https://honours.pmc.gov.au/honours/awards/886391,http://www.wikidata.org/entity/Q9682417,NA,886391,1993-06-13T00:00:00Z,https://en.wikipedia.org/wiki/Tracy_Barrell
http://www.wikidata.org/entity/Q7833309,My-Van Tran,Vietnamese academic,https://honours.pmc.gov.au/honours/awards/1041114,http://www.wikidata.org/entity/Q9678710,NA,1041114,2002-06-10T00:00:00Z,https://en.wikipedia.org/wiki/My-Van_Tran
http://www.wikidata.org/entity/Q7833309,My-Van Tran,Vietnamese academic,https://honours.pmc.gov.au/honours/awards/871554,http://www.wikidata.org/entity/Q9682417,NA,871554,1986-01-26T00:00:00Z,https://en.wikipedia.org/wiki/My-Van_Tran
http://www.wikidata.org/entity/Q7836213,Travis Brooks,Australian field hockey player,NA,http://www.wikidata.org/entity/Q9682417,NA,1057769,2005-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Travis_Brooks
http://www.wikidata.org/entity/Q7839134,Trevor Eastwood,Australian businessman,https://honours.pmc.gov.au/honours/awards/871238,http://www.wikidata.org/entity/Q9678710,NA,871238,1994-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Trevor_Eastwood
http://www.wikidata.org/entity/Q7839210,Trevor Hendy,Australian surf lifesaver,https://honours.pmc.gov.au/honours/awards/886682,http://www.wikidata.org/entity/Q9678710,NA,886682,1996-06-11T00:00:00Z,https://en.wikipedia.org/wiki/Trevor_Hendy
