person,person_label,person_description,refurl,orderaus,award_name,honsid,date_awarded,sitelink
http://www.wikidata.org/entity/Q80976,"Prince Philip, Duke of Edinburgh","member of the British royal family, husband of Queen Elizabeth II (1921–2021)",https://honours.pmc.gov.au/honours/awards/1504790,http://www.wikidata.org/entity/Q9684031,NA,1504790,2015-01-26T00:00:00Z,"https://en.wikipedia.org/wiki/Prince_Philip,_Duke_of_Edinburgh"
http://www.wikidata.org/entity/Q70193,Inge King,German–Australian sculptor (1915-2016),https://honours.pmc.gov.au/honours/awards/869833,http://www.wikidata.org/entity/Q9678710,NA,869833,1984-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Inge_King
http://www.wikidata.org/entity/Q72078,Bernhard Neumann,German-born British mathematician,https://honours.pmc.gov.au/honours/awards/881423,http://www.wikidata.org/entity/Q9680541,NA,881423,1994-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Bernhard_Neumann
http://www.wikidata.org/entity/Q80966,Cate Blanchett,Australian actress and producer,https://honours.pmc.gov.au/honours/awards/1769653,http://www.wikidata.org/entity/Q9680541,NA,1769653,2017-06-12T00:00:00Z,https://en.wikipedia.org/wiki/Cate_Blanchett
http://www.wikidata.org/entity/Q265090,Jessica Watson,Australian sailor,https://honours.pmc.gov.au/honours/awards/1145469,http://www.wikidata.org/entity/Q9682417,NA,1145469,2012-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Jessica_Watson
http://www.wikidata.org/entity/Q267745,William Deane,Australian Governor-General (1996-2001) and judge,https://honours.pmc.gov.au/honours/awards/882262,http://www.wikidata.org/entity/Q9680541,NA,882262,1988-01-26T00:00:00Z,https://en.wikipedia.org/wiki/William_Deane
http://www.wikidata.org/entity/Q268123,Raelene Boyle,Australian sprinter,https://honours.pmc.gov.au/honours/awards/1134693,http://www.wikidata.org/entity/Q9678710,NA,1134693,2007-06-11T00:00:00Z,https://en.wikipedia.org/wiki/Raelene_Boyle
http://www.wikidata.org/entity/Q268352,Michael Turtur,Australian racing cyclist,https://honours.pmc.gov.au/honours/awards/887452,http://www.wikidata.org/entity/Q9682417,NA,887452,1985-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Michael_Turtur
http://www.wikidata.org/entity/Q268352,Michael Turtur,Australian racing cyclist,https://honours.pmc.gov.au/honours/awards/2000841,http://www.wikidata.org/entity/Q9684829,NA,2000841,2018-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Michael_Turtur
http://www.wikidata.org/entity/Q269372,Bob Hawke,"Australian politician, 23rd Prime Minister of Australia (1929-2019)",https://honours.pmc.gov.au/honours/awards/881975,http://www.wikidata.org/entity/Q9680541,NA,881975,1979-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Bob_Hawke
http://www.wikidata.org/entity/Q261594,Cate Campbell,"Australian swimmer, Olympic gold medallist, world champion, former world record-holder",NA,http://www.wikidata.org/entity/Q9682417,NA,1149082,2014-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Cate_Campbell
http://www.wikidata.org/entity/Q261631,Alice Tait,"Australian swimmer, Olympic gold medallist, world champion, former world record-holder",NA,http://www.wikidata.org/entity/Q9682417,NA,1058005,2005-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Alice_Tait
http://www.wikidata.org/entity/Q261681,Lorraine Crapp,"Australian swimmer, Olympic gold medallist, former world record-holder",NA,http://www.wikidata.org/entity/Q9678710,NA,886707,1998-06-08T00:00:00Z,https://en.wikipedia.org/wiki/Lorraine_Crapp
http://www.wikidata.org/entity/Q262401,Christine Wolf,Australian Paralympic athlete born in Germany,https://honours.pmc.gov.au/honours/awards/1140187,http://www.wikidata.org/entity/Q9682417,NA,1140187,2009-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Christine_Wolf
http://www.wikidata.org/entity/Q262433,Debbie Flintoff-King,Australian hurdler,https://honours.pmc.gov.au/honours/awards/886560,http://www.wikidata.org/entity/Q9682417,NA,886560,1987-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Debbie_Flintoff-King
http://www.wikidata.org/entity/Q263129,Lesley Turner Bowrey,Australian tennis player,https://honours.pmc.gov.au/honours/awards/1140807,http://www.wikidata.org/entity/Q9678710,NA,1140807,2009-06-08T00:00:00Z,https://en.wikipedia.org/wiki/Lesley_Turner_Bowrey
http://www.wikidata.org/entity/Q263487,Lydia Lassila,Australian freestyle skier,NA,http://www.wikidata.org/entity/Q9682417,NA,1145347,2012-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Lydia_Lassila
http://www.wikidata.org/entity/Q263831,Tom Schieffer,American politician,https://honours.pmc.gov.au/honours/awards/1129452,http://www.wikidata.org/entity/Q56447056,NA,1129452,2006-03-16T00:00:00Z,https://en.wikipedia.org/wiki/Tom_Schieffer
http://www.wikidata.org/entity/Q263886,Natalie Cook,Australian volleyball player,NA,http://www.wikidata.org/entity/Q9682417,NA,886954,2001-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Natalie_Cook
http://www.wikidata.org/entity/Q264383,Bronte Barratt,"Australian swimmer, Olympic gold medallist, world champion, former world record-holder",NA,http://www.wikidata.org/entity/Q9682417,NA,1139818,2009-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Bronte_Barratt
http://www.wikidata.org/entity/Q264433,Kylie Palmer,"Australian swimmer, Olympic gold medallist, world champion, former world record-holder",NA,http://www.wikidata.org/entity/Q9682417,NA,1140088,2009-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Kylie_Palmer
http://www.wikidata.org/entity/Q264875,Torah Bright,Australian snowboarder,NA,http://www.wikidata.org/entity/Q9682417,NA,1145232,2012-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Torah_Bright
http://www.wikidata.org/entity/Q84056,Ashleigh Barty,Australian tennis player,https://honours.pmc.gov.au/honours/awards/2011546,http://www.wikidata.org/entity/Q9684829,NA,2011546,2022-06-13T00:00:00Z,https://en.wikipedia.org/wiki/Ashleigh_Barty
http://www.wikidata.org/entity/Q85669,Harry Seidler,Austrian-born Australian architect,https://honours.pmc.gov.au/honours/awards/869594,http://www.wikidata.org/entity/Q9680541,NA,869594,1987-06-08T00:00:00Z,https://en.wikipedia.org/wiki/Harry_Seidler
http://www.wikidata.org/entity/Q101871,Dymphna Cusack,Australian author (1902-1981),https://honours.pmc.gov.au/honours/awards/870268,http://www.wikidata.org/entity/Q9678710,NA,870268,1981-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Dymphna_Cusack
http://www.wikidata.org/entity/Q105550,Rod Laver,Australian tennis player,https://honours.pmc.gov.au/honours/awards/1152654,http://www.wikidata.org/entity/Q9680541,NA,1152654,2016-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Rod_Laver
http://www.wikidata.org/entity/Q272488,Sara Carrigan,Australian racing cyclist,NA,http://www.wikidata.org/entity/Q9682417,NA,1057787,2005-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Sara_Carrigan
http://www.wikidata.org/entity/Q273213,Elena Kats-Chernin,Australian composer,https://honours.pmc.gov.au/honours/awards/2002439,http://www.wikidata.org/entity/Q9684829,NA,2002439,2019-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Elena_Kats-Chernin
http://www.wikidata.org/entity/Q273223,John Eccles,Australian neurophysiologist (1903–1997),https://honours.pmc.gov.au/honours/awards/883430,http://www.wikidata.org/entity/Q9680541,NA,883430,1990-01-26T00:00:00Z,https://en.wikipedia.org/wiki/John_Eccles_(neurophysiologist)
http://www.wikidata.org/entity/Q273672,Simone Young,Australian conductor,https://honours.pmc.gov.au/honours/awards/1056103,http://www.wikidata.org/entity/Q9678710,NA,1056103,2004-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Simone_Young
http://www.wikidata.org/entity/Q135154,John Cornforth,Australian-British chemist,NA,http://www.wikidata.org/entity/Q9680541,NA,885968,1991-01-26T00:00:00Z,https://en.wikipedia.org/wiki/John_Cornforth
http://www.wikidata.org/entity/Q296317,Tunku Abdul Rahman,Former 1st Prime Minister of Malaysia (1903-1990),https://honours.pmc.gov.au/honours/awards/882089,http://www.wikidata.org/entity/Q15280138,NA,882089,1987-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Tunku_Abdul_Rahman
http://www.wikidata.org/entity/Q296641,Paul Hogan,Australian actor and comedian,https://honours.pmc.gov.au/honours/awards/887635,http://www.wikidata.org/entity/Q9678710,NA,887635,1986-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Paul_Hogan
http://www.wikidata.org/entity/Q296872,Barry Gibb,"British singer, songwriter, record producer, and co-founder of the group Bee Gees",https://honours.pmc.gov.au/honours/awards/2010832,http://www.wikidata.org/entity/Q15280138,NA,2010832,2022-01-27T00:00:00Z,https://en.wikipedia.org/wiki/Barry_Gibb
http://www.wikidata.org/entity/Q981547,Frans Seda,Indonesian politician (1926–2009),https://honours.pmc.gov.au/honours/awards/882026,http://www.wikidata.org/entity/Q56449119,NA,882026,1999-06-14T00:00:00Z,https://en.wikipedia.org/wiki/Frans_Seda
http://www.wikidata.org/entity/Q982736,Peter Underwood,Governor of Tasmania,https://honours.pmc.gov.au/honours/awards/1040442,http://www.wikidata.org/entity/Q9684829,NA,1040442,2002-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Peter_Underwood
http://www.wikidata.org/entity/Q982736,Peter Underwood,Governor of Tasmania,https://honours.pmc.gov.au/honours/awards/1140773,http://www.wikidata.org/entity/Q9680541,NA,1140773,2009-06-08T00:00:00Z,https://en.wikipedia.org/wiki/Peter_Underwood
http://www.wikidata.org/entity/Q983452,Guy Sebastian,Australian singer-songwriter,https://honours.pmc.gov.au/honours/awards/2003940,http://www.wikidata.org/entity/Q9678710,NA,2003940,2019-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Guy_Sebastian
http://www.wikidata.org/entity/Q984387,Michael Grenda,Australian racing cyclist,https://honours.pmc.gov.au/honours/awards/887446,http://www.wikidata.org/entity/Q9682417,NA,887446,1985-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Michael_Grenda
http://www.wikidata.org/entity/Q991815,Bruce William Stillman,Australian biochemist and director of the Cold Spring Harbor Laboratory,https://honours.pmc.gov.au/honours/awards/886126,http://www.wikidata.org/entity/Q9684829,NA,886126,1999-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Bruce_William_Stillman
http://www.wikidata.org/entity/Q1015710,Abdul Taib Mahmud,seventh and current Yang di-Pertua Negeri of Sarawak,https://honours.pmc.gov.au/honours/awards/1042963,http://www.wikidata.org/entity/Q56447056,NA,1042963,2001-12-21T00:00:00Z,https://en.wikipedia.org/wiki/Abdul_Taib_Mahmud
http://www.wikidata.org/entity/Q1022204,Eva Burrows,General of The Salvation Army,NA,http://www.wikidata.org/entity/Q9680541,NA,873614,1994-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Eva_Burrows
http://www.wikidata.org/entity/Q1022204,Eva Burrows,General of The Salvation Army,NA,http://www.wikidata.org/entity/Q9684829,NA,872464,1986-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Eva_Burrows
http://www.wikidata.org/entity/Q1059351,Ken Done,Australian painter and designer,https://honours.pmc.gov.au/honours/awards/869823,http://www.wikidata.org/entity/Q9678710,NA,869823,1992-06-08T00:00:00Z,https://en.wikipedia.org/wiki/Ken_Done
http://www.wikidata.org/entity/Q122736,Mem Fox,Australian academic and children's writer known for picture books,NA,http://www.wikidata.org/entity/Q9678710,NA,869967,1993-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Mem_Fox
http://www.wikidata.org/entity/Q124232,Alexandre Hay,Swiss lawyer and President of the International Committee of the Red Cross (1919-1991),https://honours.pmc.gov.au/honours/awards/882070,http://www.wikidata.org/entity/Q15280138,NA,882070,1990-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Alexandre_Hay
http://www.wikidata.org/entity/Q125204,Graeme Clark,Australian doctor,https://honours.pmc.gov.au/honours/awards/1055916,http://www.wikidata.org/entity/Q9680541,NA,1055916,2004-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Graeme_Clark_(doctor)
http://www.wikidata.org/entity/Q127672,John Devitt,"Australian swimmer, Olympic gold medallist, former world record-holder",https://honours.pmc.gov.au/honours/awards/886199,http://www.wikidata.org/entity/Q9678710,NA,886199,1989-06-12T00:00:00Z,https://en.wikipedia.org/wiki/John_Devitt
http://www.wikidata.org/entity/Q128837,Bryce Courtenay,Australian novelist,https://honours.pmc.gov.au/honours/awards/871132,http://www.wikidata.org/entity/Q9678710,NA,871132,1995-06-12T00:00:00Z,https://en.wikipedia.org/wiki/Bryce_Courtenay
http://www.wikidata.org/entity/Q129241,Murray Stewart,Australian canoeist,NA,http://www.wikidata.org/entity/Q9682417,NA,1149454,2014-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Murray_Stewart
http://www.wikidata.org/entity/Q129591,Hugh Jackman,Australian actor (born 1968),NA,http://www.wikidata.org/entity/Q9680541,NA,2003935,2019-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Hugh_Jackman
http://www.wikidata.org/entity/Q286272,Phil Smyth,Australian basketball player,https://honours.pmc.gov.au/honours/awards/886440,http://www.wikidata.org/entity/Q9678710,NA,886440,1988-06-13T00:00:00Z,https://en.wikipedia.org/wiki/Phil_Smyth
http://www.wikidata.org/entity/Q294927,Jerry Lewis,"American actor, comedian and filmmaker",https://honours.pmc.gov.au/honours/awards/1149695,http://www.wikidata.org/entity/Q56449119,NA,1149695,2013-12-13T00:00:00Z,https://en.wikipedia.org/wiki/Jerry_Lewis
http://www.wikidata.org/entity/Q447694,Deborra-Lee Furness,Australian actress,https://honours.pmc.gov.au/honours/awards/2010370,http://www.wikidata.org/entity/Q9684829,NA,2010370,2022-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Deborra-Lee_Furness
http://www.wikidata.org/entity/Q448441,Tony O'Reilly,Irish businessman and rugby union player,https://honours.pmc.gov.au/honours/awards/882124,http://www.wikidata.org/entity/Q56447056,NA,882124,1988-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Tony_O%27Reilly
http://www.wikidata.org/entity/Q449070,Googie Withers,British actress and entertainer (1917–2011),https://honours.pmc.gov.au/honours/awards/869750,http://www.wikidata.org/entity/Q56447056,NA,869750,1980-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Googie_Withers
http://www.wikidata.org/entity/Q449604,Michael Hayden,United States Air Force four-star general,https://honours.pmc.gov.au/honours/awards/1143276,http://www.wikidata.org/entity/Q56447056,NA,1143276,2010-07-01T00:00:00Z,https://en.wikipedia.org/wiki/Michael_Hayden_(general)
http://www.wikidata.org/entity/Q450304,Helen Quinn,Australian physicist,https://honours.pmc.gov.au/honours/awards/1129367,http://www.wikidata.org/entity/Q56447056,NA,1129367,2005-04-19T00:00:00Z,https://en.wikipedia.org/wiki/Helen_Quinn
http://www.wikidata.org/entity/Q450769,Bradley McGee,Australian cyclist,NA,http://www.wikidata.org/entity/Q9682417,NA,1057975,2005-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Bradley_McGee
http://www.wikidata.org/entity/Q568179,Deborah Mailman,Australian actress,https://honours.pmc.gov.au/honours/awards/1769812,http://www.wikidata.org/entity/Q9678710,NA,1769812,2017-06-12T00:00:00Z,https://en.wikipedia.org/wiki/Deborah_Mailman
http://www.wikidata.org/entity/Q569106,Lionel Cox,Australian racing cyclist,https://honours.pmc.gov.au/honours/awards/887098,http://www.wikidata.org/entity/Q9682417,NA,887098,1999-06-14T00:00:00Z,https://en.wikipedia.org/wiki/Lionel_Cox_(cyclist)
http://www.wikidata.org/entity/Q576663,Kim Brennan,Australian rower,NA,http://www.wikidata.org/entity/Q9678710,NA,1154684,2017-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Kim_Brennan
http://www.wikidata.org/entity/Q580408,Johnny Warren,Australian soccer player (1943-2004),https://honours.pmc.gov.au/honours/awards/1040970,http://www.wikidata.org/entity/Q9682417,NA,1040970,2002-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Johnny_Warren
http://www.wikidata.org/entity/Q591604,Warren Truss,"Australian politician, 16th Deputy Prime Minister of Australia",NA,http://www.wikidata.org/entity/Q9680541,NA,2003328,2019-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Warren_Truss
http://www.wikidata.org/entity/Q593424,Geoffrey Blainey,Australian historian,NA,http://www.wikidata.org/entity/Q9680541,NA,1129635,2000-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Geoffrey_Blainey
http://www.wikidata.org/entity/Q968980,David Williamson,Australian playwright,https://honours.pmc.gov.au/honours/awards/870154,http://www.wikidata.org/entity/Q9684829,NA,870154,1983-01-26T00:00:00Z,https://en.wikipedia.org/wiki/David_Williamson
http://www.wikidata.org/entity/Q972900,Melissa Mills,Australian water polo player,NA,http://www.wikidata.org/entity/Q9682417,NA,886884,2001-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Melissa_Byram
http://www.wikidata.org/entity/Q976074,Steve Moneghetti,Australian long distance runner,https://honours.pmc.gov.au/honours/awards/1150090,http://www.wikidata.org/entity/Q9678710,NA,1150090,2014-06-09T00:00:00Z,https://en.wikipedia.org/wiki/Steve_Moneghetti
http://www.wikidata.org/entity/Q976974,Peter Cosgrove,Australian general; Governor-General of Australia,NA,http://www.wikidata.org/entity/Q9684031,NA,1150527,2014-03-28T00:00:00Z,https://en.wikipedia.org/wiki/Peter_Cosgrove
http://www.wikidata.org/entity/Q976974,Peter Cosgrove,Australian general; Governor-General of Australia,NA,http://www.wikidata.org/entity/Q9680541,NA,879182,2000-03-25T00:00:00Z,https://en.wikipedia.org/wiki/Peter_Cosgrove
http://www.wikidata.org/entity/Q976974,Peter Cosgrove,Australian general; Governor-General of Australia,NA,http://www.wikidata.org/entity/Q9678710,NA,878976,1985-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Peter_Cosgrove
http://www.wikidata.org/entity/Q978089,David Ireland,Australian writer,https://honours.pmc.gov.au/honours/awards/870217,http://www.wikidata.org/entity/Q9678710,NA,870217,1981-06-08T00:00:00Z,https://en.wikipedia.org/wiki/David_Ireland_(author)
http://www.wikidata.org/entity/Q981493,Matthew Hayden,Australian cricketer (born 1971),https://honours.pmc.gov.au/honours/awards/1141775,http://www.wikidata.org/entity/Q9678710,NA,1141775,2010-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Matthew_Hayden
http://www.wikidata.org/entity/Q110124,Elke Neidhardt,"actress, director (1941-2013)",https://honours.pmc.gov.au/honours/awards/1143484,http://www.wikidata.org/entity/Q9678710,NA,1143484,2011-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Elke_Neidhardt
http://www.wikidata.org/entity/Q112877,Charles K. Bliss,"chemical engineer, inventor of Blissymbolics",https://honours.pmc.gov.au/honours/awards/880722,http://www.wikidata.org/entity/Q9678710,NA,880722,1976-06-07T00:00:00Z,https://en.wikipedia.org/wiki/Charles_K._Bliss
http://www.wikidata.org/entity/Q116064,Rolf M. Zinkernagel,Swiss immunologist,https://honours.pmc.gov.au/honours/awards/883312,http://www.wikidata.org/entity/Q15280138,NA,883312,1999-06-14T00:00:00Z,https://en.wikipedia.org/wiki/Rolf_M._Zinkernagel
http://www.wikidata.org/entity/Q274293,Hayley Lewis,"Australian swimmer, Olympic silver medallist, world champion",https://honours.pmc.gov.au/honours/awards/1043991,http://www.wikidata.org/entity/Q9682417,NA,1043991,2003-06-09T00:00:00Z,https://en.wikipedia.org/wiki/Hayley_Lewis
http://www.wikidata.org/entity/Q275287,Alyson Annan,Australian field hockey player,NA,http://www.wikidata.org/entity/Q9682417,NA,887470,1997-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Alyson_Annan
http://www.wikidata.org/entity/Q275533,Gillian Rolton,Australian equestrian (1956-2017),https://honours.pmc.gov.au/honours/awards/2000850,http://www.wikidata.org/entity/Q9678710,NA,2000850,NA,https://en.wikipedia.org/wiki/Gillian_Rolton
http://www.wikidata.org/entity/Q275533,Gillian Rolton,Australian equestrian (1956-2017),https://honours.pmc.gov.au/honours/awards/887050,http://www.wikidata.org/entity/Q9682417,NA,887050,1993-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Gillian_Rolton
http://www.wikidata.org/entity/Q280309,Matthew Mitcham,Australian diver,NA,http://www.wikidata.org/entity/Q9682417,NA,1140062,2009-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Matthew_Mitcham
http://www.wikidata.org/entity/Q280870,Jill Bilcock,Australian film editor,https://honours.pmc.gov.au/honours/awards/2001816,http://www.wikidata.org/entity/Q9680541,NA,2001816,2018-06-11T00:00:00Z,https://en.wikipedia.org/wiki/Jill_Bilcock
http://www.wikidata.org/entity/Q284307,Iain Jensen,sailor,NA,http://www.wikidata.org/entity/Q9682417,NA,1149248,2014-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Iain_Jensen
http://www.wikidata.org/entity/Q436649,John Andrews,Australian architect,https://honours.pmc.gov.au/honours/awards/869656,http://www.wikidata.org/entity/Q9684829,NA,869656,1981-06-08T00:00:00Z,https://en.wikipedia.org/wiki/John_Andrews_(architect)
http://www.wikidata.org/entity/Q437288,Pam Kilborn,Australian athlete,https://honours.pmc.gov.au/honours/awards/1138716,http://www.wikidata.org/entity/Q9678710,NA,1138716,2008-06-09T00:00:00Z,https://en.wikipedia.org/wiki/Pam_Kilborn
http://www.wikidata.org/entity/Q440221,Clifford Possum Tjapaltjarri,Australian Aboriginal artist (1932-2002),https://honours.pmc.gov.au/honours/awards/1040431,http://www.wikidata.org/entity/Q9684829,NA,1040431,2002-06-10T00:00:00Z,https://en.wikipedia.org/wiki/Clifford_Possum_Tjapaltjarri
http://www.wikidata.org/entity/Q442173,Kerry Saxby-Junna,Australian racewalker,https://honours.pmc.gov.au/honours/awards/886427,http://www.wikidata.org/entity/Q9678710,NA,886427,1992-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Kerry_Saxby-Junna
http://www.wikidata.org/entity/Q442605,Kerri Pottharst,volleyball player,NA,http://www.wikidata.org/entity/Q9682417,NA,886916,2001-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Kerri_Pottharst
http://www.wikidata.org/entity/Q443359,Michellie Jones,triathlete,https://honours.pmc.gov.au/honours/awards/1154735,http://www.wikidata.org/entity/Q9678710,NA,1154735,2017-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Michellie_Jones
http://www.wikidata.org/entity/Q443491,Marlene Mathews,Australian sprinter,https://honours.pmc.gov.au/honours/awards/886675,http://www.wikidata.org/entity/Q9684829,NA,886675,1999-06-14T00:00:00Z,https://en.wikipedia.org/wiki/Marlene_Mathews
http://www.wikidata.org/entity/Q444902,Linda Mackenzie,"Australian swimmer, Olympic gold medalist, former world record-holder",NA,http://www.wikidata.org/entity/Q9682417,NA,1140034,2009-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Linda_Mackenzie
http://www.wikidata.org/entity/Q445278,Chantelle Newbery,diver,NA,http://www.wikidata.org/entity/Q9682417,NA,1058013,2005-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Chantelle_Newbery
http://www.wikidata.org/entity/Q446960,George Miller,Australian filmmaker and former physician,https://honours.pmc.gov.au/honours/awards/883099,http://www.wikidata.org/entity/Q9684829,NA,883099,1996-06-11T00:00:00Z,https://en.wikipedia.org/wiki/George_Miller_(filmmaker)
http://www.wikidata.org/entity/Q447501,Giaan Rooney,"Australian swimmer, Olympic gold medallist, world champion, former world record-holder",NA,http://www.wikidata.org/entity/Q9682417,NA,1058059,2005-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Giaan_Rooney
http://www.wikidata.org/entity/Q551528,Jamie Dwyer,Australian field hockey player,NA,http://www.wikidata.org/entity/Q9682417,NA,1057838,2005-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Jamie_Dwyer
http://www.wikidata.org/entity/Q555240,Shane Warne,Australian cricketer,https://honours.pmc.gov.au/honours/awards/2011524,http://www.wikidata.org/entity/Q9684829,NA,2011524,2022-06-13T00:00:00Z,https://en.wikipedia.org/wiki/Shane_Warne
http://www.wikidata.org/entity/Q558544,Daniel Kowalski,Australian swimmer,NA,http://www.wikidata.org/entity/Q9682417,NA,886879,2001-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Daniel_Kowalski
http://www.wikidata.org/entity/Q558647,Mike Moore,Prime Minister of New Zealand in 1990,https://honours.pmc.gov.au/honours/awards/1147681,http://www.wikidata.org/entity/Q56447056,NA,1147681,2011-12-02T00:00:00Z,https://en.wikipedia.org/wiki/Mike_Moore_(New_Zealand_politician)
http://www.wikidata.org/entity/Q939576,Kabun Mutō,Japanese politician (1926-2009),https://honours.pmc.gov.au/honours/awards/882145,http://www.wikidata.org/entity/Q56447056,NA,882145,1993-03-02T00:00:00Z,https://en.wikipedia.org/wiki/Kabun_Mut%C5%8D
http://www.wikidata.org/entity/Q940499,Kevan Gosper,Australian sprinter and International Olympic Committee member,https://honours.pmc.gov.au/honours/awards/886419,http://www.wikidata.org/entity/Q9684829,NA,886419,1986-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Kevan_Gosper
http://www.wikidata.org/entity/Q944529,Robert Taylor,Australian actor,https://honours.pmc.gov.au/honours/awards/2002862,http://www.wikidata.org/entity/Q9682417,NA,2002862,2019-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Robert_Taylor_(Australian_actor)
http://www.wikidata.org/entity/Q944851,Robert Evans,Australian minister and amateur astronomer,https://honours.pmc.gov.au/honours/awards/886182,http://www.wikidata.org/entity/Q9682417,NA,886182,1988-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Robert_Evans_(astronomer)
http://www.wikidata.org/entity/Q947367,Leon Gregory,Australian sprinter,https://honours.pmc.gov.au/honours/awards/1770049,http://www.wikidata.org/entity/Q9682417,NA,1770049,2017-06-12T00:00:00Z,https://en.wikipedia.org/wiki/Leon_Gregory
http://www.wikidata.org/entity/Q950745,Ian Graham Turbott,British politician (1922-2016),https://honours.pmc.gov.au/honours/awards/872414,http://www.wikidata.org/entity/Q9684829,NA,872414,1997-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Ian_Turbott
http://www.wikidata.org/entity/Q951576,Guy Green,Australian judge and Governor of Tasmania,NA,http://www.wikidata.org/entity/Q9680541,NA,882222,1994-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Guy_Green_(judge)
http://www.wikidata.org/entity/Q952656,Paul Kelly,"Australian rock music singer-songwriter, guitarist, and harmonica player, born 1955",https://honours.pmc.gov.au/honours/awards/1154624,http://www.wikidata.org/entity/Q9684829,NA,1154624,2017-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Paul_Kelly_(Australian_musician)
http://www.wikidata.org/entity/Q952835,Lee Kernaghan,Australian country musician,https://honours.pmc.gov.au/honours/awards/1056303,http://www.wikidata.org/entity/Q9682417,NA,1056303,2004-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Lee_Kernaghan
http://www.wikidata.org/entity/Q952921,Patty Mills,Australian basketball player,https://honours.pmc.gov.au/honours/awards/2010545,http://www.wikidata.org/entity/Q9678710,NA,2010545,2022-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Patty_Mills
http://www.wikidata.org/entity/Q957483,Ali Alatas,Foreign Minister of Indonesia (1932-2008),https://honours.pmc.gov.au/honours/awards/882055,http://www.wikidata.org/entity/Q56447056,NA,882055,1995-03-30T00:00:00Z,https://en.wikipedia.org/wiki/Ali_Alatas
http://www.wikidata.org/entity/Q957612,Mike Archer,Australian paleontologist,https://honours.pmc.gov.au/honours/awards/1137435,http://www.wikidata.org/entity/Q9678710,NA,1137435,2008-01-26T00:00:00Z,https://en.wikipedia.org/wiki/Mike_Archer_(paleontologist)
